Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1994, 1997]	гретцки	Q209518	Уэйн Грецки	P54	член спортивной команды	Лос-Анджелес Кингз	0	0	1988-01-01	1996-01-01	0
[1980, 1985]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Харт Трофи	0	0	0	0	1983-01-01
[1994, 1997]	гретцки	Q209518	Уэйн Грецки	P54	член спортивной команды	Нью-Йорк Рейнджерс	0	0	1996-01-01	1999-01-01	0
[1980, 1985]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	НХЛ плюс/минус	0	0	0	0	1984-01-01
[1980, 1985]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Lester B. Pearson Award	0	0	0	0	1983-01-01
[1980, 1985]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Харт Трофи	0	0	0	0	1984-01-01
[1994, 1997]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Арт Росс Трофи	0	0	0	0	1994-01-01
[1994, 1997]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Леди Бинг Трофи	0	0	0	0	1994-01-01
[1980, 1985]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Lester B. Pearson Award	0	0	0	0	1984-01-01
[1980, 1985]	гретцки	Q209518	Уэйн Грецки	P166	полученные награды	Арт Росс Трофи	0	0	0	0	1983-01-01
[1959, 1965]	греф	Q465285	Герман Греф	P569	дата рождения	0	0	1964-02-08	0	0	0
1998	грехнев	Q4148687	Грехнёв, Всеволод Алексеевич	P570	дата смерти	0	0	1998-01-01	0	0	0
[1937, 1939]	грехнев	Q4148687	Грехнёв, Всеволод Алексеевич	P569	дата рождения	0	0	1938-10-30	0	0	0
1946	греция	Q41	Греция	P463	участник организации или клуба	ЮНЕСКО	0	0	1946-11-04	0	0
[1992, 2001]	греция	Q41	Греция	P463	участник организации или клуба	Missile Technology Control Regime	0	0	1992-01-01	0	0
[1983, 1990]	греция	Q41	Греция	P463	участник организации или клуба	Евроконтроль	0	0	1988-01-01	0	0
[1983, 1990]	греция	Q41	Греция	P35	глава государства	Христос Сардзетакис	0	0	1985-03-30	1990-05-04	0
[1983, 1990]	греция	Q41	Греция	P35	глава государства	Иоаннис Алеврас	0	0	1985-03-10	1985-03-30	0
1946	греция	Q209065	Королевство Греция	P122	форма правления	Парламентская демократия	0	0	1944-01-01	1967-01-01	0
1946	греция	Q209065	Королевство Греция	P122	форма правления	конституционная монархия	0	0	1944-01-01	1967-01-01	0
1946	греция	Q41	Греция	P463	участник организации или клуба	Международный банк реконструкции и развития	0	0	1945-12-27	0	0
[1992, 2001]	греция	Q41	Греция	P35	глава государства	Константинос Караманлис	0	0	1990-05-05	1995-03-10	0
[1992, 2001]	греция	Q41	Греция	P35	глава государства	Стефанопулос, Константинос	0	0	1995-03-10	2005-03-12	0
[1992, 2001]	греция	Q41	Греция	P463	участник организации или клуба	Всемирная торговая организация	0	0	1995-01-01	0	0
[1992, 2001]	греция	Q41	Греция	P463	участник организации или клуба	Многостороннее агентство по гарантиям инвестиций	0	0	1993-08-30	0	0
[1949, 1950]	греция	Q41	Греция	P463	участник организации или клуба	Совет Европы	0	0	1949-08-09	0	0
1943	греция	Q3013827	Греческое государство	P571	дата основания/создания/возникновения	0	0	1941-01-01	0	0	0
1946	греция	Q41	Греция	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1945-10-25	0	0
[1983, 1990]	греция	Q41	Греция	P35	глава государства	Константинос Караманлис	0	0	1980-05-15	1985-03-10	0
[1983, 1990]	греция	Q41	Греция	P463	участник организации или клуба	Австралийская группа	0	0	1985-01-01	0	0
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Арт Росс Трофи	0	0	0	0	1986-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Lester B. Pearson Award	0	0	0	0	1985-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Харт Трофи	0	0	0	0	1986-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Арт Росс Трофи	0	0	0	0	1985-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Арт Росс Трофи	0	0	0	0	1984-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Харт Трофи	0	0	0	0	1984-01-01
[1990, 1991]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Арт Росс Трофи	0	0	0	0	1990-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Харт Трофи	0	0	0	0	1985-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Конн Смайт Трофи	0	0	0	0	1985-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	НХЛ плюс/минус	0	0	0	0	1985-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	Lester B. Pearson Award	0	0	0	0	1984-01-01
[1984, 1987]	грецкий	Q209518	Уэйн Грецки	P166	полученные награды	НХЛ плюс/минус	0	0	0	0	1984-01-01
1947	греческий	Q4148759	Греческое	P571	дата основания/создания/возникновения	0	0	1897-01-01	0	0	0
[2000, 2002]	гречка	Q51598454	Гречка	P569	дата рождения	0	0	2000-03-01	0	0	0
[1997, 1998]	гречнев	Q4148811	Гречнёв, Владимир Анатольевич	P54	член спортивной команды	Торпедо	0	0	1997-01-01	1997-01-01	0
[1997, 1998]	гречнев	Q4148811	Гречнёв, Владимир Анатольевич	P54	член спортивной команды	FC Torpedo-ZIL Moscow	0	0	1997-01-01	1997-01-01	0
[1978, 1986]	гречнев	Q4148811	Гречнёв, Владимир Анатольевич	P54	член спортивной команды	ЦСКА	0	0	1981-01-01	1985-01-01	0
[1958, 1959]	гречуха	Q4148813	Михаил Сергеевич Гречуха	P166	полученные награды	орден Ленина	0	0	0	0	1958-02-26
[1938, 1946]	гречуха	Q4148813	Михаил Сергеевич Гречуха	P166	полученные награды	орден Ленина	0	0	0	0	1939-02-07
[1999, 2000]	грешить	Q132734	гречиха посевная	P166	полученные награды	Medicinal plant of the year	0	0	0	0	1999-01-01
[1971, 1972]	грешник	Q21660364	Голливудский зоопарк	P577	дата публикации	0	0	1971-01-01	0	0	0
[1971, 1972]	грешник	Q21660364	Голливудский зоопарк	P571	дата основания/создания/возникновения	0	0	1971-01-01	0	0	0
[2007, 2009]	гриб	Q1278022	Грибы	P577	дата публикации	0	0	2007-01-01	0	0	0
[2004, 2005]	грибаново	Q21850536	Грибаново	P131	административно-территориальная единица	Сельское поселение «Село Шанский Завод»	0	0	2004-01-01	0	0
[2005, 2009]	грибановский	Q18773527	Грибановская	P131	административно-территориальная единица	Ичетовкинское сельское поселение	0	0	2006-01-01	0	0
1927	грибной	Q15241608	Грибное	P131	административно-территориальная единица	Черниговский район	0	0	1926-01-01	2004-10-10	0
1931	грива	Q16020408	Грива	P131	административно-территориальная единица	Сухиничский уезд	0	0	1927-07-11	1929-09-30	0
[1968, 1973]	грива	Q4148979	Грив, Бредли Тревор	P569	дата рождения	0	0	1970-02-22	0	0	0
1931	грива	Q16020408	Грива	P131	административно-территориальная единица	Козельский район	0	0	1929-10-01	2004-12-27	0
[1942, 1946]	грива	Q2464812	Грива	P17	государство	СССР	0	0	1944-11-24	1990-05-03	0
[1993, 1999]	гривна	Q81893	украинская гривна	P580	дата начала	0	0	1996-09-02	0	0	0
[1990, 1992]	григор	Q647615	Григоре, Джордже-Габрьел	P2962	шахматный титул	международный мастер	0	0	1991-01-01	0	0
2007	григорево	Q20121866	Григорево	P131	административно-территориальная единица	Порожкинское сельское поселение	0	0	2005-01-01	0	0
[1948, 1949]	григорий	Q21638375	Григорий	P569	дата рождения	0	0	1948-10-09	0	0	0
[1990, 1997]	григорий	Q30610349	Григорий	P570	дата смерти	0	0	1991-01-01	0	0	0
[2004, 2005]	григоровый	Q21668956	Григорово	P131	административно-территориальная единица	Сельское поселение «Деревня Гачки»	0	0	2004-12-28	0	0
[2004, 2005]	григоровый	Q21668956	Григорово	P131	административно-территориальная единица	Мосальский район	0	0	1929-10-01	2004-12-27	0
[2004, 2005]	григоровый	Q4149191	Григорово	P131	административно-территориальная единица	Новгородский район	0	0	1927-08-01	2004-12-31	0
[2004, 2005]	григоровый	Q4149188	Григорово	P131	административно-территориальная единица	Кожуховичское сельское поселение	0	0	2004-12-22	0	0
[2002, 2006]	григорьевка	Q28504364	Григорьевка	P131	административно-территориальная единица	Ананьевский сельсовет	0	0	2003-12-01	0	0
[2002, 2006]	григорьевка	Q4149366	Григорьевка	P131	административно-территориальная единица	Костырёвское сельское поселение	0	0	2004-12-28	0	0
[2002, 2006]	григорьевка	Q29566836	Григорьевка	P131	административно-территориальная единица	Большеромановский сельсовет	0	0	2003-12-01	0	0
[2003, 2006]	григорьево	Q13641799	Григорьево	P131	административно-территориальная единица	Григорьевское сельское поселение	0	0	2005-05-25	0	0
[2003, 2006]	григорьево	Q4149368	Григорьево	P131	административно-территориальная единица	Богдановское сельское поселение	0	0	2004-12-02	0	0
[2003, 2006]	григорьево	Q29405043	Григорьево	P131	административно-территориальная единица	Мойкинское сельское поселение	0	0	2005-11-11	0	0
[2003, 2006]	григорьево	Q19972486	Григорьево	P131	административно-территориальная единица	Титовское сельское поселение	0	0	2005-01-01	0	0
[2003, 2006]	григорьево	Q29405043	Григорьево	P131	административно-территориальная единица	Батецкий район	0	0	1927-08-01	2005-11-10	0
1984	григорьянц	Q364328	Григорьянц, Сергей Михайлович	P569	дата рождения	0	0	1983-11-02	0	0	0
1978	гридасов	Q19676979	Гридасово	P131	административно-территориальная единица	Обоянский район	0	0	1928-07-30	2004-10-20	0
1978	гридасов	Q18773635	Гридасово	P131	административно-территориальная единица	Курский уезд	0	0	1924-05-12	1928-07-29	0
1978	гридасов	Q18773635	Гридасово	P131	административно-территориальная единица	Солнцевский район	0	0	1928-07-30	1996-08-14	0
[2004, 2005]	гридино	Q4149471	Гридино	P131	административно-территориальная единица	Андрейковское сельское поселение	0	0	2004-01-01	0	0
[2004, 2005]	гридино	Q581059	Гридино	P131	административно-территориальная единица	Пушкинское сельское поселение	0	0	2004-12-02	0	0
[2004, 2005]	гридино	Q4149486	Гридино	P131	административно-территориальная единица	Российское сельское поселение	0	0	2004-12-02	0	0
[2004, 2005]	гридино	Q4149480	Гридино	P131	административно-территориальная единица	Пречистенское сельское поселение	0	0	2004-12-02	0	0
1939	гридчин	Q4149513	Гридчин, Валерий Павлович	P569	дата рождения	0	0	1938-10-20	0	0	0
1929	гризеб	Q76351	Август Гризебах	P570	дата смерти	0	0	1879-05-09	0	0	0
[1962, 1966]	гризодубов	Q4149524	Гризодубов, Степан Васильевич	P570	дата смерти	0	0	1965-12-11	0	0	0
1938	гризодубова	Q453829	Валентина Степановна Гризодубова	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1936-12-25
1938	гризодубова	Q453829	Валентина Степановна Гризодубова	P166	полученные награды	орден Ленина	0	0	0	0	1938-11-02
1938	гризодубова	Q453829	Валентина Степановна Гризодубова	P166	полученные награды	орден Красной Звезды	0	0	0	0	1937-12-19
[1985, 1986]	гризодубова	Q453829	Валентина Степановна Гризодубова	P166	полученные награды	орден Отечественной войны I степени	0	0	0	0	1985-03-11
1938	гризодубова	Q453829	Валентина Степановна Гризодубова	P166	полученные награды	Герой Советского Союза	0	0	0	0	1938-11-02
1923	гриль	Q377131	Грили	P571	дата основания/создания/возникновения	0	0	1873-03-20	0	0	0
[1934, 1936]	гримальди	Q1408928	Гримальди	P138	названо в честь	Гримальди, Франческо Мария	0	0	1935-01-01	0	0
1963	гримау	Q1364301	Хулиан Гримау	P570	дата смерти	0	0	1963-04-20	0	0	0
1969	гримлунд	Q956902	Гримлунд, Отто	P119	место погребения	Скугсчюркогорден	0	0	1969-10-11	0	0
1969	гримлунд	Q956902	Гримлунд, Отто	P570	дата смерти	0	0	1969-09-15	0	0	0
[1992, 2001]	гримм	Q1787313	Гримма	P131	административно-территориальная единица	Лейпциг	0	0	1991-01-01	1994-08-01	0
[2008, 2009]	гримм	Q10780	Гримма	P131	административно-территориальная единица	Лейпциг	0	0	2008-08-01	0	0
1924	гримм	Q481198	Гримма	P571	дата основания/создания/возникновения	0	0	1874-01-01	0	0	0
[2008, 2009]	гримм	Q10780	Гримма	P131	административно-территориальная единица	Мульденталь	0	0	1994-08-01	2008-08-01	0
[1992, 2001]	гримм	Q10780	Гримма	P131	административно-территориальная единица	Гримма	0	0	1952-07-25	1994-08-01	0
1924	гримм	Q10780	Гримма	P131	административно-территориальная единица	Гримма	0	0	1874-01-01	1952-07-25	0
[1992, 2001]	гримм	Q1787313	Гримма	P576	дата прекращения существования	0	0	1994-08-01	0	0	0
1994	гринбелт	Q5603694	Гринбелт	P571	дата основания/создания/возникновения	0	0	1993-01-01	0	0	0
1994	гринбелт	Q5603694	Гринбелт	P1619	дата официального открытия	0	0	1993-12-11	0	0	0
[1990, 1992]	грингард	Q309979	Пол Грингард	P166	полученные награды	NAS Award in the Neurosciences	0	0	0	0	1991-01-01
2001	грингард	Q309979	Пол Грингард	P166	полученные награды	Нобелевская премия по физиологии и медицине	0	0	0	0	2000-01-01
[1993, 1999]	гринев	Q846431	Гринёва	P17	государство	Словакия	0	0	1993-01-01	0	0
1924	гриневич	Q12097764	Гриневичи	P131	административно-территориальная единица	Крайский сельсовет	0	0	1924-08-20	0	0
[1980, 1983]	гринек	Q465258	Сергей Михайлович Гриньков	P1327	партнёр в спорте или профессии	Екатерина Александровна Гордеева	0	0	1981-08-01	0	0
[1967, 1969]	гринек	Q465258	Сергей Михайлович Гриньков	P569	дата рождения	0	0	1967-02-04	0	0	0
1996	гринпис	Q81307	Гринпис	P166	полученные награды	Премия Free Your Mind	0	0	0	0	1994-01-01
[1995, 1999]	гринпис	Q81307	Гринпис	P166	полученные награды	Ozone Award	0	0	0	0	1997-01-01
[1962, 1966]	гринсборо	Q3913628	Гринсборо	P571	дата основания/создания/возникновения	0	0	1964-01-04	0	0	0
[1987, 1989]	гринспан	Q193635	Гринспен, Алан	P39	занимаемая должность	Председатель Федеральной резервной системы	0	0	1987-08-11	2006-01-31	0
[1983, 1984]	гринфельд	Q486592	Гринфельд, Алон	P2962	шахматный титул	международный мастер	0	0	1983-01-01	0	0
[1972, 1975]	гриньков	Q4149709	Гриньков	P571	дата основания/создания/возникновения	0	0	1973-01-01	0	0	0
1942	гриня	Q637411	Грини	P571	дата основания/создания/возникновения	0	0	1941-01-01	0	0	0
[1967, 1968]	грисс	Q110879	Гриссом, Вирджил Айвэн	P570	дата смерти	0	0	1967-01-27	0	0	0
[1923, 1928]	грисс	Q110879	Гриссом, Вирджил Айвэн	P569	дата рождения	0	0	1926-04-03	0	0	0
1946	грисюк	Q4149750	Грисюк, Антон Степанович	P570	дата смерти	0	0	1944-04-29	0	0	0
[2005, 2006]	гритчино	Q18773690	Гритчино	P131	административно-территориальная единица	Сельское поселение Домнинское	0	0	2005-02-28	2015-10-11	0
[1983, 1987]	гриффин	Q389857	(4995) Гриффин	P575	дата открытия	0	0	1984-08-28	0	0	0
[2008, 2009]	гриффин	Q589405	Гриффины	P580	дата начала	0	0	2008-09-28	0	0	0
[1958, 1960]	гриц	Q1973720	Грицев	P31	это частный случай понятия	посёлок городского типа Украины	0	0	1959-01-01	0	0
1989	грицевец	Q2349898	Сергей Иванович Грицевец	P166	полученные награды	орден Красного Знамени	0	0	0	0	1939-01-01
1989	грицевец	Q2349898	Сергей Иванович Грицевец	P570	дата смерти	0	0	1939-09-16	0	0	0
1989	грицевец	Q2349898	Сергей Иванович Грицевец	P166	полученные награды	Герой Советского Союза	0	0	0	0	1939-02-22
1989	грицевец	Q2349898	Сергей Иванович Грицевец	P166	полученные награды	орден Ленина	0	0	0	0	1939-02-22
1989	грицевец	Q2349898	Сергей Иванович Грицевец	P166	полученные награды	Герой Советского Союза	0	0	0	0	1939-08-29
1987	гриценко	Q29359794	Гриценко	P2031	начало периода активности	0	0	1986-01-01	0	0	0
1997	грицман	Q4149817	Грицман, Андрей Юрьевич	P569	дата рождения	0	0	1947-01-01	0	0	0
[1982, 1986]	гришай	Q4149842	Гришай, Анастасия Павловна	P569	дата рождения	0	0	1985-10-17	0	0	0
1924	гришин	Q4149907	Гришино	P131	административно-территориальная единица	Бахмутский уезд	0	0	1804-01-01	1923-03-07	0
1924	гришин	Q4149907	Гришино	P131	административно-территориальная единица	Покровский район	0	0	1923-03-07	0	0
[2001, 2005]	гришин	Q4149918	Гришино	P131	административно-территориальная единица	Мушковичское сельское поселение	0	0	2004-12-02	0	0
[2001, 2005]	гришин	Q4149900	Гришино	P131	административно-территориальная единица	Гришинский сельсовет	0	0	2003-12-01	0	0
[1990, 1991]	гришковец	Q1688694	Евгений Гришковец	P2031	начало периода активности	0	0	1990-01-01	0	0	0
[1964, 1968]	гришковец	Q1688694	Евгений Гришковец	P569	дата рождения	0	0	1967-02-17	0	0	0
1995	грм	Q211043	Государственный Русский музей	P571	дата основания/создания/возникновения	0	0	1895-01-01	0	0	0
1952	грм	Q211043	Государственный Русский музей	P488	руководитель	Василий Алексеевич Пушкарёв	0	0	1951-01-01	1977-01-01	0
[1995, 2003]	грн	Q81893	украинская гривна	P580	дата начала	0	0	1996-09-02	0	0	0
[1979, 1997]	гроб	Q912340	Гражданская оборона	P571	дата основания/создания/возникновения	0	0	1984-01-01	0	0	0
[2007, 2009]	гроб	Q912340	Гражданская оборона	P576	дата прекращения существования	0	0	2008-01-01	0	0	0
[1978, 1979]	гробер	Q4150011	Хая-Елена Гробер	P570	дата смерти	0	0	1978-01-01	0	0	0
[1986, 1987]	гробница	Q1168095	Гробница	P577	дата публикации	0	0	1986-01-01	0	0	0
[1965, 1969]	гробовщик	Q44304	Гробовщик	P569	дата рождения	0	0	1965-03-24	0	0	0
[1989, 1994]	гродзенский	Q4150032	Гродзенский, Сергей Яковлевич	P2962	шахматный титул	международный мастер ИКЧФ	0	0	1990-01-01	0	0
[1939, 1941]	гродна	Q181376	Гродно	P131	административно-территориальная единица	Гродненский повят	0	0	1921-02-19	1939-01-01	0
[1939, 1941]	гродна	Q181376	Гродно	P17	государство	СССР	0	0	1939-09-21	1941-06-22	0
[1990, 1993]	гродна	Q181376	Гродно	P17	государство	Белоруссия	0	0	1991-08-25	0	0
[1939, 1941]	гродна	Q181376	Гродно	P17	государство	Польская Республика	0	0	1921-03-18	1939-09-20	0
[1990, 1993]	гродна	Q181376	Гродно	P17	государство	СССР	0	0	1944-07-16	1991-08-24	0
[1987, 1992]	гродно	Q181376	Гродно	P17	государство	Белоруссия	0	0	1991-08-25	0	0
[1940, 1944]	гродно	Q181376	Гродно	P17	государство	СССР	0	0	1939-09-21	1941-06-22	0
[1940, 1944]	гродно	Q525667	Гродно	P571	дата основания/создания/возникновения	0	0	1941-01-01	0	0	0
[1987, 1992]	гродно	Q181376	Гродно	P17	государство	СССР	0	0	1944-07-16	1991-08-24	0
[1940, 1944]	гродно	Q181376	Гродно	P17	государство	гитлеровская Германия	0	0	1941-06-23	1944-07-15	0
[1993, 1998]	гроза	Q142928	ОЦ-14	P729	дата принятия в эксплуатацию	0	0	1994-01-01	0	0	0
[1982, 2001]	грозный	Q5196	Грозный	P17	государство	Россия	0	0	1991-01-01	0	0
[1934, 1935]	грозный	Q5196	Грозный	P1376	является столицей	Чеченская автономная область	0	0	1922-11-30	1934-01-15	0
[1937, 1945]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Чечено-Ингушская АССР	0	0	1936-12-05	1944-03-06	0
[2007, 2009]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Город Грозный	0	0	2008-07-14	0	0
[1937, 1945]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Ставропольский край	0	0	1944-03-07	1944-03-21	0
[1982, 2001]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Чечено-Ингушская АССР	0	0	1957-01-09	1993-01-08	0
[2007, 2009]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Чечня	0	0	1993-01-09	2008-07-13	0
[1937, 1945]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Грозненская область	0	0	1944-03-22	1957-01-08	0
[1934, 1935]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Чеченская автономная область	0	0	1929-02-04	1934-01-14	0
[1937, 1945]	грозный	Q5196	Грозный	P1376	является столицей	Грозненский округ	0	0	1944-03-07	1944-03-22	0
[1982, 2001]	грозный	Q1080456	(5946) Грозны	P575	дата открытия	0	0	1984-10-28	0	0	0
[1937, 1945]	грозный	Q5196	Грозный	P1376	является столицей	Грозненская область	0	0	1944-03-22	1957-01-09	0
[1934, 1935]	грозный	Q5196	Грозный	P131	административно-территориальная единица	Чечено-Ингушская автономная область	0	0	1934-01-15	1936-12-04	0
[1958, 1963]	грок	Q302873	Грок	P570	дата смерти	0	0	1959-07-14	0	0	0
[1993, 1997]	громада	Q1984877	Всеукраинское объединение «Громада»	P571	дата основания/создания/возникновения	0	0	1994-01-01	0	0	0
[1993, 1996]	громаковский	Q4150151	Громаковский, Владимир Александрович	P570	дата смерти	0	0	1995-10-13	0	0	0
[2000, 2009]	громкий	Q19638522	Громок	P131	административно-территориальная единица	Башмаковский район	0	0	1928-07-16	2004-11-01	0
[2000, 2009]	громкий	Q19638522	Громок	P131	административно-территориальная единица	Соседский сельсовет	0	0	2004-11-02	0	0
[2006, 2009]	громобой	Q169996	Громобой	P577	дата публикации	0	0	2006-07-21	0	0	0
[1993, 1999]	громовержец	Q2527918	Громовержцы	P2031	начало периода активности	0	0	1997-01-01	0	0	0
[1937, 1939]	громоглас	Q4150254	Громогласов, Илья Михайлович	P570	дата смерти	0	0	1937-12-04	0	0	0
2009	громушкин	Q4150267	Павел Георгиевич Громушкин	P570	дата смерти	0	0	2008-05-16	0	0	0
[1993, 1995]	гронец	Q964979	Гронец	P17	государство	Словакия	0	0	1993-01-01	0	0
[1957, 1959]	гропиус	Q61071	Вальтер Гропиус	P166	полученные награды	медаль Эрнста Рейтера	0	0	0	0	1957-01-01
[1961, 1969]	гропиус	Q61071	Вальтер Гропиус	P166	полученные награды	медаль Альберта	0	0	0	0	1961-01-01
[1961, 1969]	гропиус	Q61071	Вальтер Гропиус	P166	полученные награды	премия Гёте	0	0	0	0	1961-01-01
[1945, 1946]	гроссадмирал	Q161546	гросс-адмирал	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
1948	гроссгейм	Q2368398	Гроссгейм, Александр Альфонсович	P570	дата смерти	0	0	1948-12-04	0	0	0
[2008, 2009]	гроссето	Q6721	Гроссето	P286	тренер	Пиоли, Стефано	0	0	2007-09-11	2008-06-11	0
[1961, 1963]	гроссуляр	Q220373	Гроссуляр	P579	IMA-статус	одобренное, предпочитаемое имя (A′)	0	0	1962-01-01	0	0
[1972, 1974]	гросул	Q4150338	Гросул, Иван Тимофеевич	P570	дата смерти	0	0	1972-04-07	0	0	0
1949	гротеволя	Q77210	Отто Гротеволь	P39	занимаемая должность	Правители ГДР	0	0	1949-10-12	1964-09-23	0
1988	гротендик	Q77141	Александр Гротендик	P166	полученные награды	Crafoord Prize in Mathematics	0	0	0	0	1988-01-01
[1952, 1961]	гротендик	Q77141	Александр Гротендик	P69	учебное заведение	Университет Лотарингии	0	0	1949-01-01	1953-01-01	0
[1963, 1972]	гротендик	Q77141	Александр Гротендик	P166	полученные награды	Филдсовская премия	0	0	0	0	1966-01-01
[1996, 2001]	гротеск	Q15704034	Гротеск	P577	дата публикации	0	0	1996-02-02	0	0	0
1980	грошев	Q963748	Грошева, Елена Николаевна	P569	дата рождения	0	0	1979-04-12	0	0	0
[2006, 2008]	гроши	Q15363002	Гроши	P131	административно-территориальная единица	Вожгальское сельское поселение	0	0	2006-01-01	0	0
[1991, 1995]	гру	Q24699995	Главное разведывательное управление СССР	P576	дата прекращения существования	0	0	1992-01-01	0	0	0
[2004, 2006]	груздевый	Q4150488	Груздево	P131	административно-территориальная единица	Акатовское сельское поселение	0	0	2004-12-02	0	0
[2004, 2006]	груздевый	Q19847911	Груздево	P131	административно-территориальная единица	Куприяновское сельское поселение	0	0	2005-05-13	0	0
[1988, 2006]	грузино	Q1995925	Грузино	P131	административно-территориальная единица	Чудовский район	0	0	1965-01-14	2005-11-10	0
[1988, 2006]	грузино	Q1995925	Грузино	P131	административно-территориальная единица	Грузинское сельское поселение	0	0	2005-11-11	0	0
[1998, 2004]	грузия	Q230	Грузия	P530	дипломатические отношения	Сальвадор	0	0	1999-05-17	0	0
[1998, 2004]	грузия	Q230	Грузия	P530	дипломатические отношения	Боливия	0	0	1998-11-20	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Куба	0	0	1992-04-18	0	0
[1989, 1993]	грузия	Q230	Грузия	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1992-07-31	0	0
[1998, 2004]	грузия	Q230	Грузия	P35	глава государства	Эдуард Амвросиевич Шеварднадзе	0	0	1995-05-26	2003-11-23	0
[1989, 1993]	грузия	Q230	Грузия	P463	участник организации или клуба	Международный банк реконструкции и развития	0	0	1992-08-07	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Германия	0	0	1992-04-13	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Армения	0	0	1992-07-17	0	0
[1998, 2004]	грузия	Q230	Грузия	P530	дипломатические отношения	Гвинея	0	0	1998-07-31	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Зимбабве	0	0	1992-07-24	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Республика Корея	0	0	1992-12-14	0	0
[1989, 1993]	грузия	Q230	Грузия	P463	участник организации или клуба	Организация черноморского экономического сотрудничества	0	0	1992-06-25	0	0
1936	грузия	Q130229	Грузинская Советская Социалистическая Республика	P131	административно-территориальная единица	Закавказская Социалистическая Федеративная Советская Республика	0	0	1922-03-12	1936-12-05	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Австралия	0	0	1992-07-16	0	0
[1998, 2004]	грузия	Q230	Грузия	P463	участник организации или клуба	Совет Европы	0	0	1999-04-27	0	0
[1989, 1993]	грузия	Q130229	Грузинская Советская Социалистическая Республика	P576	дата прекращения существования	0	0	1991-01-01	0	0	0
[1989, 1993]	грузия	Q230	Грузия	P463	участник организации или клуба	Всемирная организация здравоохранения	0	0	1992-05-16	0	0
[1989, 1993]	грузия	Q230	Грузия	P463	участник организации или клуба	ЮНЕСКО	0	0	1992-10-07	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Канада	0	0	1992-07-23	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Дания	0	0	1992-07-01	0	0
[1989, 1993]	грузия	Q230	Грузия	P463	участник организации или клуба	Организация по безопасности и сотрудничеству в Европе	0	0	1992-03-24	0	0
[1998, 2004]	грузия	Q230	Грузия	P463	участник организации или клуба	Всемирная торговая организация	0	0	2000-06-14	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Иран	0	0	1992-05-15	0	0
[1989, 1993]	грузия	Q230	Грузия	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Турция	0	0	1992-05-21	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Болгария	0	0	1992-06-05	0	0
[1989, 1993]	грузия	Q230	Грузия	P530	дипломатические отношения	Гана	0	0	1992-12-04	0	0
